Statistic,ipv4_prefix_count,ipv6_prefix_count,ipv4_neighbor_count,ipv6_neighbor_count,Total_Changes
199512,1.0,,,,1.0
12942,2.0,2.0,2.0,2.0,8.0
150630,1.0,,1.0,,2.0
203619,1.0,1.0,1.0,1.0,4.0
5645,4.0,3.0,,,7.0
7473,5.0,5.0,,,10.0
4725,2.0,,,,2.0
64050,4.0,,2.0,,6.0
6079,6.0,6.0,,,12.0
10089,5.0,3.0,,,8.0
63199,1.0,2.0,1.0,,4.0
3215,3.0,5.0,1.0,,9.0
8966,2.0,3.0,,,5.0
15964,5.0,,,,5.0
37100,8.0,5.0,,,13.0
22356,5.0,3.0,,1.0,9.0
49800,1.0,,,,1.0
34854,2.0,4.0,,,6.0
6789,1.0,1.0,,,2.0
49612,2.0,,,,2.0
47147,1.0,,,,1.0
60068,1.0,2.0,3.0,,6.0
30823,4.0,6.0,,,10.0
31167,2.0,,1.0,,3.0
41798,1.0,1.0,1.0,,3.0
49063,3.0,1.0,1.0,,5.0
3249,2.0,,,,2.0
61135,3.0,2.0,2.0,,7.0
19905,7.0,2.0,9.0,,18.0
41378,3.0,,2.0,,5.0
12357,2.0,,,,2.0
133334,2.0,,,,2.0
39572,1.0,,,1.0,2.0
42652,2.0,,,,2.0
43391,2.0,,2.0,,4.0
28761,1.0,,,,1.0
210756,2.0,1.0,,,3.0
34123,2.0,,,,2.0
41842,2.0,,,,2.0
39855,2.0,,1.0,,3.0
1764,1.0,,,,1.0
31214,2.0,1.0,,,3.0
5413,1.0,,,,1.0
9902,3.0,1.0,,,4.0
35104,1.0,2.0,,,3.0
8772,1.0,9.0,,,10.0
16276,3.0,,,,3.0
42132,1.0,,,,1.0
199264,1.0,,,,1.0
201631,2.0,,,,2.0
12831,5.0,,,,5.0
15704,4.0,,1.0,,5.0
198887,4.0,,,,4.0
16322,1.0,,1.0,,2.0
13178,3.0,,,,3.0
8330,1.0,,,,1.0
48011,2.0,,,,2.0
44395,2.0,,,,2.0
46606,1.0,,7.0,,8.0
8595,2.0,,,,2.0
43350,1.0,,1.0,,2.0
8262,5.0,,,,5.0
2828,6.0,1.0,,,7.0
64073,1.0,3.0,,,4.0
34391,2.0,,,,2.0
12332,1.0,,,,1.0
51074,3.0,,,,3.0
21021,1.0,,,,1.0
40021,2.0,2.0,,,4.0
397423,1.0,,1.0,,2.0
32097,1.0,9.0,,,10.0
134548,3.0,2.0,6.0,,11.0
208972,2.0,2.0,,3.0,7.0
51559,2.0,2.0,,,4.0
41494,5.0,,,,5.0
17405,4.0,,,,4.0
25956,2.0,,,,2.0
2639,4.0,,2.0,,6.0
13693,1.0,,1.0,,2.0
21508,3.0,,,1.0,4.0
42,1.0,,2.0,2.0,5.0
17253,3.0,,1.0,,4.0
16669,2.0,,,,2.0
11550,1.0,,,,1.0
9578,1.0,,1.0,,2.0
38158,8.0,1.0,,,9.0
17625,3.0,2.0,,,5.0
4648,2.0,3.0,,,5.0
132717,1.0,1.0,,,2.0
9534,7.0,1.0,,,8.0
209854,1.0,,4.0,,5.0
19429,1.0,2.0,1.0,2.0,6.0
18734,2.0,2.0,1.0,,5.0
51095,2.0,2.0,,,4.0
835,3.0,2.0,,,5.0
36369,5.0,6.0,,,11.0
40893,4.0,3.0,,,7.0
138997,3.0,5.0,,1.0,9.0
59598,1.0,1.0,1.0,1.0,4.0
53907,2.0,,,,2.0
7489,4.0,1.0,,,5.0
132167,5.0,,,,5.0
327952,1.0,,,,1.0
60558,1.0,,,,1.0
34939,4.0,1.0,,,5.0
600,2.0,,,,2.0
54665,1.0,,1.0,,2.0
25853,1.0,,,,1.0
61745,5.0,3.0,,,8.0
273717,1.0,1.0,1.0,1.0,4.0
270563,4.0,,,,4.0
52573,4.0,1.0,,,5.0
58678,9.0,1.0,,,10.0
17501,3.0,2.0,2.0,1.0,8.0
45648,1.0,,,,1.0
58396,2.0,2.0,,,4.0
45117,6.0,1.0,1.0,3.0,11.0
9790,5.0,1.0,,,6.0
55821,2.0,,3.0,2.0,7.0
199624,2.0,,,,2.0
196819,2.0,2.0,,,4.0
12997,1.0,,,,1.0
25145,2.0,2.0,,,4.0
12963,4.0,,,,4.0
197499,2.0,,,,2.0
15994,1.0,,,,1.0
56851,1.0,,,,1.0
12764,4.0,,1.0,,5.0
25259,2.0,,,,2.0
21057,2.0,1.0,2.0,1.0,6.0
42910,2.0,,,,2.0
39537,1.0,,4.0,,5.0
132267,2.0,,,,2.0
58923,2.0,,,,2.0
134823,2.0,,3.0,,5.0
198089,2.0,,2.0,,4.0
201119,5.0,3.0,,,8.0
31430,2.0,,,,2.0
20632,1.0,,,,1.0
13188,3.0,2.0,,1.0,6.0
34296,2.0,,,,2.0
57961,4.0,2.0,2.0,,8.0
8751,1.0,,,,1.0
6823,2.0,,,,2.0
9031,6.0,,9.0,,15.0
204035,1.0,2.0,2.0,,5.0
48219,2.0,,1.0,,3.0
35332,2.0,2.0,,,4.0
61884,4.0,2.0,4.0,4.0,14.0
28007,2.0,3.0,,1.0,6.0
270236,4.0,,,,4.0
269898,2.0,,,,2.0
264329,4.0,1.0,,,5.0
393814,1.0,,,,1.0
269266,2.0,4.0,,,6.0
8888,5.0,10.0,,,15.0
139390,2.0,,,,2.0
138527,1.0,,5.0,,6.0
30038,1.0,,1.0,,2.0
22044,1.0,,,,1.0
264509,2.0,,6.0,,8.0
57,1.0,2.0,,,3.0
36923,4.0,,,,4.0
36944,4.0,4.0,,,8.0
11259,1.0,,,,1.0
37081,1.0,,,,1.0
37273,2.0,,,,2.0
328333,1.0,,,,1.0
37721,5.0,,4.0,,9.0
37305,2.0,,,,2.0
37124,2.0,,,,2.0
36932,3.0,,,,3.0
327814,1.0,,1.0,,2.0
33567,2.0,,4.0,,6.0
15808,3.0,2.0,,,5.0
37088,2.0,,,,2.0
37714,3.0,,,,3.0
17806,2.0,,2.0,4.0,8.0
133952,1.0,,,,1.0
55330,1.0,,3.0,,4.0
131270,1.0,2.0,,,3.0
136168,6.0,,,,6.0
38026,5.0,1.0,,,6.0
41108,1.0,1.0,,,2.0
133217,1.0,,1.0,,2.0
58534,2.0,,,,2.0
265377,1.0,2.0,,,3.0
262476,2.0,5.0,3.0,2.0,12.0
264344,5.0,3.0,,,8.0
269213,2.0,,,,2.0
270814,1.0,6.0,,,7.0
265724,1.0,,,,1.0
61939,1.0,,,,1.0
28146,5.0,4.0,,,9.0
49450,3.0,,,,3.0
11367,1.0,,,,1.0
46091,2.0,,,,2.0
135031,1.0,,,,1.0
266525,5.0,2.0,2.0,2.0,11.0
61937,4.0,,,,4.0
268960,2.0,1.0,,,3.0
265816,2.0,,3.0,,5.0
27932,1.0,,,,1.0
208821,1.0,,1.0,,2.0
201178,4.0,,,,4.0
205836,4.0,,4.0,,8.0
132837,4.0,1.0,,,5.0
23674,1.0,,2.0,,3.0
133674,2.0,1.0,,,3.0
9484,1.0,,,,1.0
47952,2.0,,2.0,,4.0
12731,1.0,2.0,,,3.0
203394,1.0,2.0,3.0,,6.0
6775,3.0,2.0,1.0,2.0,8.0
31257,1.0,,,,1.0
43061,1.0,3.0,,,4.0
207867,2.0,,,,2.0
268399,2.0,,,,2.0
265230,2.0,,,,2.0
268421,2.0,2.0,2.0,,6.0
267264,2.0,1.0,,,3.0
268576,1.0,,,,1.0
268664,3.0,,,,3.0
53202,1.0,1.0,,,2.0
267942,6.0,4.0,,,10.0
267963,2.0,2.0,2.0,,6.0
264215,5.0,2.0,,,7.0
28338,1.0,1.0,,,2.0
269506,1.0,3.0,4.0,3.0,11.0
272226,1.0,,,,1.0
266428,3.0,,,,3.0
268764,1.0,2.0,,,3.0
268831,2.0,,2.0,,4.0
267828,4.0,,,,4.0
268836,2.0,,,,2.0
263400,2.0,,3.0,,5.0
268926,4.0,,,,4.0
270755,1.0,2.0,,,3.0
268991,1.0,,,,1.0
263563,4.0,,,,4.0
269055,1.0,,,,1.0
269134,1.0,,1.0,,2.0
16531,2.0,,,,2.0
263170,1.0,,,,1.0
269754,1.0,,1.0,,2.0
52348,1.0,,1.0,,2.0
269979,1.0,,1.0,,2.0
269287,2.0,2.0,,,4.0
262952,2.0,2.0,2.0,2.0,8.0
269435,6.0,2.0,5.0,,13.0
263905,4.0,,,,4.0
269554,1.0,,,,1.0
269648,1.0,,1.0,,2.0
269626,3.0,3.0,,,6.0
269657,1.0,,2.0,2.0,5.0
139056,1.0,3.0,,,4.0
142423,4.0,,,,4.0
137510,2.0,,,,2.0
140900,1.0,,,,1.0
266918,4.0,,4.0,,8.0
267675,1.0,1.0,6.0,,8.0
267015,1.0,,2.0,,3.0
267184,1.0,1.0,,,2.0
265181,4.0,1.0,4.0,,9.0
263471,1.0,2.0,3.0,,6.0
268247,1.0,,,,1.0
135212,5.0,,,,5.0
205132,1.0,,,,1.0
209030,2.0,,,,2.0
5605,2.0,,,,2.0
3342,1.0,,,,1.0
49893,2.0,,,,2.0
197826,2.0,2.0,,,4.0
400318,1.0,,1.0,,2.0
43197,1.0,,2.0,,3.0
2134,4.0,,,,4.0
28745,5.0,,,,5.0
5033,3.0,,,,3.0
35041,1.0,2.0,,,3.0
19830,1.0,,1.0,,2.0
399772,2.0,,,,2.0
26645,2.0,,,,2.0
63859,2.0,,1.0,,3.0
26894,2.0,,,,2.0
21808,1.0,,,,1.0
31841,2.0,1.0,,1.0,4.0
40638,2.0,,,,2.0
397679,1.0,,,,1.0
396493,2.0,,,,2.0
30303,1.0,,1.0,,2.0
205708,2.0,,,,2.0
24577,4.0,,,,4.0
59793,2.0,,,,2.0
43973,2.0,,,,2.0
8903,1.0,,,,1.0
12541,1.0,,,,1.0
12946,1.0,,,,1.0
202650,3.0,,,,3.0
49476,4.0,2.0,,,6.0
51007,2.0,1.0,2.0,1.0,6.0
21184,2.0,,,,2.0
43797,2.0,,,,2.0
44622,2.0,,,,2.0
8491,1.0,,1.0,,2.0
205550,2.0,,,,2.0
206735,1.0,,1.0,,2.0
43732,4.0,,,,4.0
5429,4.0,,,,4.0
8561,2.0,6.0,,2.0,10.0
44655,2.0,,,,2.0
41782,1.0,,1.0,,2.0
200778,2.0,,,,2.0
57073,4.0,2.0,4.0,,10.0
42225,1.0,,,,1.0
39353,1.0,,1.0,,2.0
209275,2.0,,,,2.0
61223,2.0,,,,2.0
50424,1.0,,,,1.0
41807,2.0,,,,2.0
211277,1.0,,,,1.0
61078,2.0,,,,2.0
31725,2.0,,,,2.0
201754,2.0,,,,2.0
51146,1.0,,,,1.0
202932,4.0,,,,4.0
48316,1.0,,1.0,,2.0
199749,1.0,,1.0,,2.0
8380,3.0,,,,3.0
202962,5.0,,,,5.0
34844,5.0,,,,5.0
51599,1.0,,,,1.0
51627,1.0,,,,1.0
51794,1.0,,,,1.0
204788,1.0,,,,1.0
8792,2.0,,,,2.0
197632,2.0,,,,2.0
47117,1.0,,,,1.0
48613,2.0,,,,2.0
209430,1.0,,,,1.0
57815,2.0,,,,2.0
57897,2.0,,,,2.0
60569,2.0,,,,2.0
61277,2.0,,,,2.0
41844,1.0,,,,1.0
48365,3.0,,,,3.0
199230,4.0,,,,4.0
328490,4.0,,,,4.0
327707,5.0,,1.0,,6.0
328344,2.0,,,,2.0
329006,1.0,,,,1.0
329029,2.0,,,,2.0
328808,3.0,,,,3.0
328722,1.0,,2.0,,3.0
37381,2.0,1.0,2.0,1.0,6.0
24441,2.0,,,,2.0
131775,2.0,2.0,,,4.0
58629,4.0,1.0,,,5.0
138423,2.0,,,,2.0
55437,2.0,,,,2.0
45588,7.0,,,,7.0
134801,1.0,,,,1.0
45735,2.0,,,,2.0
132660,1.0,,,,1.0
132885,2.0,,,,2.0
131379,2.0,,,,2.0
140465,1.0,,,,1.0
134382,5.0,,2.0,,7.0
9830,4.0,,,,4.0
150270,2.0,,,,2.0
131243,3.0,,,,3.0
134907,2.0,,2.0,,4.0
134074,1.0,,,,1.0
135852,1.0,,2.0,,3.0
134112,2.0,,2.0,,4.0
46028,2.0,,,,2.0
135735,4.0,,,,4.0
150721,4.0,,4.0,,8.0
149240,2.0,3.0,1.0,,6.0
135705,1.0,,1.0,,2.0
132976,1.0,,,,1.0
131767,2.0,,,,2.0
132686,2.0,,3.0,,5.0
135808,2.0,,,,2.0
137672,8.0,,,,8.0
131914,2.0,,,,2.0
150750,2.0,,6.0,,8.0
136239,2.0,,,,2.0
141421,1.0,,1.0,,2.0
136617,3.0,,,,3.0
136819,1.0,,,,1.0
150281,1.0,1.0,2.0,1.0,5.0
137080,6.0,,,,6.0
137132,5.0,,,,5.0
149951,2.0,1.0,1.0,1.0,5.0
63654,1.0,,1.0,,2.0
137378,2.0,,,,2.0
135226,1.0,1.0,,1.0,3.0
138329,1.0,,1.0,,2.0
138093,2.0,,,,2.0
150842,1.0,,,,1.0
140115,2.0,,,,2.0
139997,1.0,,,,1.0
140241,2.0,,,,2.0
134292,3.0,,,,3.0
135789,2.0,,,,2.0
17415,1.0,,,,1.0
140948,4.0,,,,4.0
139570,1.0,,,,1.0
141423,3.0,,,,3.0
140470,2.0,,,,2.0
141646,2.0,,,,2.0
60021,4.0,,,,4.0
132746,4.0,1.0,,1.0,6.0
149549,3.0,,,,3.0
141922,1.0,,,,1.0
142027,2.0,,,,2.0
141943,2.0,,2.0,,4.0
142139,1.0,,,,1.0
17456,1.0,,1.0,,2.0
211041,1.0,2.0,,,3.0
140806,1.0,,,,1.0
142461,2.0,,,,2.0
142485,2.0,,,,2.0
147055,1.0,,,,1.0
138768,2.0,,1.0,,3.0
212358,4.0,,,,4.0
134643,1.0,,,,1.0
136964,1.0,,1.0,,2.0
64012,3.0,,,,3.0
149971,2.0,,1.0,,3.0
135963,4.0,,,,4.0
59189,4.0,1.0,1.0,1.0,7.0
151188,2.0,,,,2.0
395771,1.0,,1.0,,2.0
58056,2.0,,,,2.0
209343,1.0,,,,1.0
24278,1.0,,,,1.0
4021,2.0,,2.0,,4.0
266625,6.0,,,,6.0
271508,2.0,,,,2.0
61693,2.0,,,,2.0
262293,4.0,3.0,5.0,,12.0
63229,1.0,,,,1.0
186,3.0,,,,3.0
400089,1.0,,1.0,,2.0
28397,2.0,,2.0,,4.0
264224,2.0,,,,2.0
264323,1.0,,1.0,,2.0
28255,4.0,1.0,7.0,,12.0
263917,2.0,2.0,,,4.0
20464,2.0,,2.0,,4.0
264014,2.0,2.0,2.0,,6.0
264042,1.0,2.0,,1.0,4.0
33371,1.0,,2.0,,3.0
200757,1.0,,,,1.0
202533,1.0,,,,1.0
23088,2.0,,,,2.0
37642,2.0,,,,2.0
327798,4.0,,4.0,,8.0
132524,1.0,1.0,1.0,,3.0
17275,3.0,,,,3.0
55021,1.0,,2.0,,3.0
265948,4.0,,,,4.0
26485,1.0,,,,1.0
27742,2.0,,2.0,,4.0
265312,1.0,,1.0,,2.0
5722,5.0,,1.0,4.0,10.0
265405,4.0,1.0,,,5.0
262934,2.0,,2.0,,4.0
264820,2.0,,,,2.0
262588,3.0,5.0,2.0,2.0,12.0
52593,7.0,7.0,,,14.0
40833,2.0,,,,2.0
265025,2.0,,,,2.0
266313,1.0,1.0,,,2.0
263608,4.0,1.0,,,5.0
52654,3.0,2.0,3.0,,8.0
263078,1.0,,,,1.0
266499,6.0,1.0,,,7.0
265385,3.0,,,,3.0
42998,2.0,,,,2.0
8848,2.0,,,,2.0
263019,3.0,1.0,3.0,,7.0
270629,1.0,,,,1.0
271340,4.0,,2.0,,6.0
263380,2.0,,,,2.0
262576,2.0,,1.0,,3.0
262609,2.0,,,,2.0
263393,1.0,1.0,1.0,,3.0
52902,1.0,,,,1.0
263455,2.0,2.0,,,4.0
263461,1.0,,,,1.0
15848,1.0,,,,1.0
51037,1.0,,,,1.0
270841,4.0,,1.0,,5.0
271241,1.0,,,,1.0
26613,2.0,,2.0,,4.0
271525,2.0,,,,2.0
264640,2.0,,,,2.0
263277,2.0,4.0,,,6.0
267497,2.0,,,,2.0
52501,2.0,,2.0,,4.0
199231,2.0,,,,2.0
60140,5.0,,,,5.0
204173,2.0,,,,2.0
49805,1.0,,,,1.0
198777,1.0,,,,1.0
44772,2.0,,,,2.0
48809,1.0,,,,1.0
200290,1.0,,,,1.0
211528,1.0,,,,1.0
210256,2.0,,,,2.0
203463,1.0,,,,1.0
52260,1.0,,2.0,,3.0
28138,2.0,,,,2.0
210020,5.0,,,,5.0
199444,1.0,,,,1.0
270995,2.0,2.0,,,4.0
270306,1.0,1.0,,,2.0
263501,1.0,,,,1.0
21718,2.0,,,,2.0
267472,2.0,,,,2.0
15606,1.0,,,,1.0
63468,2.0,,,,2.0
23538,2.0,,,,2.0
3167,1.0,,,,1.0
59832,3.0,,1.0,,4.0
199538,2.0,,,,2.0
16274,1.0,,,,1.0
34559,2.0,,,,2.0
25495,3.0,,3.0,,6.0
210954,4.0,,,,4.0
209794,1.0,,,,1.0
61378,1.0,,,,1.0
35802,1.0,,,,1.0
28736,2.0,,,,2.0
25261,1.0,,,,1.0
328027,2.0,,,,2.0
328201,1.0,,,,1.0
30239,1.0,,,,1.0
30383,2.0,,1.0,,3.0
393302,1.0,,,,1.0
393468,1.0,,,,1.0
61790,2.0,,,,2.0
271367,2.0,,,1.0,3.0
270460,3.0,,,,3.0
270453,2.0,2.0,2.0,,6.0
270683,1.0,1.0,,1.0,3.0
273675,1.0,,2.0,,3.0
45825,2.0,,,,2.0
53947,3.0,,,,3.0
209655,1.0,,,,1.0
8904,2.0,,,,2.0
139888,1.0,3.0,1.0,,5.0
9516,1.0,,1.0,,2.0
8289,2.0,,,,2.0
23367,4.0,4.0,,,8.0
3292,5.0,,,,5.0
2764,1.0,1.0,2.0,1.0,5.0
1221,5.0,2.0,,,7.0
38040,2.0,4.0,,,6.0
58453,1.0,2.0,,,3.0
3786,2.0,,,,2.0
7474,3.0,2.0,,,5.0
9723,1.0,,,,1.0
6667,2.0,2.0,,,4.0
553,1.0,,,,1.0
4455,1.0,,,,1.0
20773,2.0,,9.0,,11.0
8767,1.0,1.0,,,2.0
12586,1.0,,,,1.0
47138,1.0,,1.0,,2.0
8732,1.0,,,,1.0
205584,2.0,,,,2.0
262287,3.0,2.0,1.0,,6.0
202766,3.0,,1.0,,4.0
38622,1.0,,,,1.0
2116,3.0,2.0,,,5.0
202984,3.0,,,,3.0
12779,1.0,1.0,,,2.0
35819,3.0,,,,3.0
44486,1.0,,,,1.0
29049,2.0,2.0,,,4.0
49697,2.0,2.0,,,4.0
12695,2.0,1.0,,,3.0
25291,3.0,4.0,,,7.0
33363,3.0,,,,3.0
51407,2.0,,,,2.0
207651,3.0,1.0,1.0,,5.0
3175,2.0,,,,2.0
8932,3.0,2.0,,,5.0
210644,1.0,,,3.0,4.0
8680,1.0,2.0,,,3.0
39637,2.0,3.0,,,5.0
12353,2.0,,,,2.0
52000,3.0,,2.0,,5.0
196844,2.0,,,,2.0
16010,2.0,,,,2.0
2588,3.0,,,,3.0
9051,2.0,,,,2.0
60860,2.0,,,,2.0
199995,5.0,,,,5.0
199434,1.0,2.0,,,3.0
39608,1.0,2.0,,,3.0
8400,2.0,2.0,,,4.0
15958,2.0,2.0,,,4.0
47764,1.0,1.0,,,2.0
63956,4.0,3.0,,1.0,8.0
6730,4.0,,,,4.0
49544,1.0,3.0,,,4.0
17819,4.0,2.0,,,6.0
48273,3.0,,,,3.0
59518,2.0,,,,2.0
200554,3.0,,,,3.0
39582,1.0,2.0,,,3.0
56595,1.0,,1.0,,2.0
42298,1.0,,,3.0,4.0
207569,1.0,,,,1.0
206483,1.0,,,,1.0
15576,3.0,,,,3.0
24768,1.0,2.0,,,3.0
12324,3.0,,,,3.0
8426,1.0,1.0,,,2.0
668,2.0,,3.0,,5.0
30103,1.0,,1.0,1.0,3.0
33667,1.0,,,1.0,2.0
33287,4.0,,,5.0,9.0
36236,1.0,3.0,2.0,,6.0
202,4.0,,,,4.0
26876,2.0,,2.0,,4.0
32035,1.0,,,,1.0
3754,1.0,,1.0,1.0,3.0
62614,2.0,,,,2.0
33659,4.0,,,2.0,6.0
13876,7.0,1.0,,,8.0
62955,1.0,,,,1.0
63264,2.0,1.0,,1.0,4.0
27986,1.0,2.0,,,3.0
21822,2.0,,,,2.0
26380,1.0,,1.0,,2.0
17310,1.0,,,,1.0
46562,1.0,,,,1.0
40110,2.0,,,,2.0
14340,1.0,,1.0,,2.0
45177,2.0,,,,2.0
4229,4.0,2.0,,,6.0
139009,7.0,5.0,,,12.0
7600,4.0,,,,4.0
7594,1.0,1.0,,,2.0
6421,4.0,,2.0,1.0,7.0
60725,4.0,,,,4.0
17828,1.0,1.0,1.0,,3.0
2687,1.0,,,,1.0
132876,6.0,2.0,,,8.0
203329,1.0,,,,1.0
9500,1.0,1.0,,,2.0
9255,2.0,,,,2.0
13445,1.0,,,,1.0
6327,1.0,,1.0,,2.0
63949,1.0,1.0,1.0,1.0,4.0
21700,2.0,1.0,,,3.0
46962,2.0,2.0,,,4.0
11240,2.0,,,,2.0
21782,2.0,,,,2.0
33185,1.0,4.0,,,5.0
32425,2.0,,,,2.0
62698,1.0,,1.0,,2.0
29909,2.0,,,,2.0
397391,2.0,1.0,,1.0,4.0
46664,2.0,,,,2.0
204844,1.0,,,,1.0
13559,1.0,4.0,,,5.0
20303,1.0,,,,1.0
54434,2.0,,,,2.0
46489,1.0,,,,1.0
54632,1.0,1.0,,,2.0
137557,5.0,2.0,,,7.0
26058,2.0,,,,2.0
11776,2.0,,1.0,,3.0
2906,1.0,,1.0,2.0,4.0
53587,3.0,,2.0,1.0,6.0
29866,2.0,,1.0,,3.0
9607,1.0,4.0,,,5.0
262355,2.0,5.0,,,7.0
269965,2.0,1.0,2.0,,5.0
263276,4.0,6.0,1.0,1.0,12.0
9507,1.0,1.0,,,2.0
38333,1.0,,,,1.0
9280,1.0,,,,1.0
38790,4.0,2.0,,,6.0
38719,2.0,1.0,,,3.0
131219,1.0,,,,1.0
24541,4.0,,,,4.0
38022,3.0,3.0,,,6.0
18390,1.0,1.0,,,2.0
23944,6.0,,1.0,,7.0
45763,4.0,,,,4.0
24492,2.0,,,,2.0
45768,1.0,,,,1.0
9989,3.0,2.0,,,5.0
55581,1.0,,,,1.0
55752,1.0,,,,1.0
135069,1.0,1.0,,,2.0
17457,1.0,1.0,,,2.0
38442,1.0,,,,1.0
9652,1.0,,,,1.0
197731,4.0,5.0,,,9.0
49774,2.0,,,,2.0
197068,3.0,,1.0,,4.0
31252,3.0,3.0,,,6.0
43576,2.0,,,,2.0
49883,1.0,,,,1.0
35047,1.0,,1.0,,2.0
196777,2.0,,,,2.0
207422,2.0,,,,2.0
199936,3.0,,,,3.0
20910,2.0,,,,2.0
60764,5.0,,,,5.0
34797,3.0,,,,3.0
31708,3.0,,1.0,,4.0
61400,6.0,,,,6.0
41230,1.0,2.0,,,3.0
31736,2.0,,,,2.0
29357,2.0,,3.0,,5.0
198279,3.0,1.0,,,4.0
400676,4.0,,,,4.0
38623,1.0,,1.0,,2.0
134067,1.0,,,,1.0
33438,2.0,1.0,,,3.0
50794,1.0,,,,1.0
30081,1.0,,,,1.0
48832,2.0,,,,2.0
16839,1.0,1.0,,,2.0
198781,1.0,,,,1.0
39409,2.0,2.0,,,4.0
44964,2.0,2.0,,,4.0
44654,1.0,1.0,1.0,1.0,4.0
61461,5.0,,1.0,2.0,8.0
28398,4.0,4.0,,,8.0
56087,3.0,,1.0,,4.0
265933,2.0,,,,2.0
271934,1.0,,,,1.0
272573,1.0,2.0,,,3.0
268976,2.0,2.0,1.0,1.0,6.0
397468,1.0,,,,1.0
132847,4.0,3.0,,,7.0
270133,4.0,1.0,2.0,1.0,8.0
64134,2.0,,3.0,,5.0
28458,1.0,1.0,,,2.0
8048,6.0,,,,6.0
28202,1.0,1.0,,,2.0
32455,3.0,,,,3.0
18807,2.0,,,,2.0
11888,1.0,,,,1.0
44431,1.0,,,,1.0
26654,1.0,,,,1.0
11128,2.0,,,,2.0
29873,2.0,,1.0,,3.0
41032,3.0,4.0,,,7.0
40593,1.0,,1.0,,2.0
133661,2.0,,1.0,1.0,4.0
19752,4.0,,,,4.0
135300,5.0,2.0,,,7.0
52613,2.0,,,,2.0
30988,1.0,,1.0,,2.0
37133,1.0,,1.0,,2.0
136792,1.0,,,,1.0
37184,1.0,1.0,2.0,1.0,5.0
28683,6.0,,,,6.0
36969,2.0,,5.0,,7.0
328442,1.0,,,,1.0
37233,6.0,,6.0,,12.0
36917,2.0,,1.0,1.0,4.0
17559,1.0,,,,1.0
18200,1.0,1.0,,2.0,4.0
63920,1.0,,,,1.0
24516,4.0,3.0,,,7.0
7604,3.0,3.0,,,6.0
133881,1.0,,,,1.0
134555,3.0,1.0,,,4.0
132770,6.0,,1.0,,7.0
64098,1.0,3.0,,,4.0
137366,3.0,2.0,,,5.0
132528,1.0,1.0,,1.0,3.0
134937,3.0,,1.0,,4.0
58907,1.0,,,,1.0
131284,2.0,,2.0,,4.0
132255,1.0,,,,1.0
17492,1.0,,,,1.0
58713,1.0,,,,1.0
45638,1.0,,,,1.0
56294,4.0,,,,4.0
55707,1.0,,,,1.0
132268,1.0,1.0,,,2.0
55766,4.0,,,,4.0
55555,1.0,1.0,,,2.0
139898,3.0,,1.0,,4.0
132405,4.0,,,,4.0
133130,1.0,,,,1.0
55785,1.0,,,,1.0
132849,1.0,,,,1.0
132627,1.0,,,,1.0
38320,2.0,1.0,1.0,,4.0
133120,4.0,1.0,,,5.0
132529,1.0,,,,1.0
9266,1.0,,,,1.0
45780,4.0,4.0,,,8.0
135126,1.0,,,,1.0
18119,1.0,,,,1.0
23686,3.0,,,,3.0
132579,1.0,1.0,,,2.0
23838,3.0,,,,3.0
60707,2.0,,4.0,,6.0
7480,3.0,,,,3.0
38220,1.0,,,,1.0
38887,1.0,,,,1.0
10080,1.0,1.0,,,2.0
52988,2.0,3.0,,,5.0
264969,1.0,,,,1.0
269075,2.0,1.0,1.0,,4.0
266039,2.0,1.0,,,3.0
262594,1.0,2.0,,,3.0
264556,1.0,4.0,5.0,,10.0
263650,4.0,,,,4.0
398947,2.0,,,,2.0
264564,1.0,,,,1.0
53102,2.0,,2.0,,4.0
267427,1.0,2.0,,,3.0
267973,1.0,1.0,,,2.0
267357,6.0,,1.0,,7.0
262875,1.0,,1.0,,2.0
266181,2.0,4.0,1.0,2.0,9.0
266389,1.0,2.0,,,3.0
28580,2.0,3.0,,,5.0
262493,4.0,6.0,2.0,,12.0
52720,2.0,4.0,,,6.0
266167,4.0,6.0,,,10.0
61678,2.0,,,,2.0
266560,5.0,1.0,3.0,1.0,10.0
265022,5.0,4.0,,,9.0
266614,5.0,1.0,,,6.0
268925,1.0,,,,1.0
25431,2.0,,,,2.0
28961,1.0,,,,1.0
197077,2.0,,2.0,,4.0
4261,1.0,,,,1.0
393238,1.0,,,,1.0
203101,1.0,,,,1.0
13150,6.0,,1.0,,7.0
9650,1.0,,,,1.0
18407,1.0,,,,1.0
271170,1.0,1.0,,1.0,3.0
271613,2.0,,,,2.0
268696,1.0,4.0,,,5.0
263145,2.0,3.0,,,5.0
28294,2.0,3.0,,,5.0
263791,2.0,,,,2.0
267562,4.0,2.0,,,6.0
28263,3.0,1.0,,,4.0
61717,1.0,,,,1.0
267622,1.0,,,,1.0
266465,1.0,,1.0,,2.0
267629,1.0,1.0,,1.0,3.0
212372,1.0,,,,1.0
24324,1.0,,,,1.0
45230,1.0,,,,1.0
38084,1.0,,,,1.0
134139,1.0,,,,1.0
134160,1.0,,,,1.0
134220,1.0,,,,1.0
58890,2.0,1.0,,,3.0
56150,4.0,,,,4.0
133403,1.0,,,,1.0
10105,1.0,1.0,,,2.0
199854,1.0,,,,1.0
31732,1.0,,,,1.0
13121,1.0,2.0,,,3.0
48350,1.0,,,,1.0
5505,3.0,,,,3.0
